ID,NAME,SMILES,NaClg/L,Temp,Concentration,IE
10967,Berberine extract,COc5ccc4cc3c2cc1OCOc1cc2CC[n+]3cc4c5OC,35,393K,5 mL/L,92.00%
10968,Berberine extract,COc5ccc4cc3c2cc1OCOc1cc2CC[n+]3cc4c5OC,35,393K,5 mL/L,96.00%
10969,poly(methylmethacrylate-co-N-vinyl-2-pyrrolidone) polymer P(MMA-co-VP),CC(CCC(=O)O)N1CCCC1=O,35,298K,250ppm,79.00%
10970,poly(methylmethacrylate-co-N-vinyl-2-pyrrolidone) polymer P(MMA-co-VP),CC(CCC(=O)O)N1CCCC1=O,35,298K,500ppm,86.00%
10971,poly(methylmethacrylate-co-N-vinyl-2-pyrrolidone) polymer P(MMA-co-VP),CC(CCC(=O)O)N1CCCC1=O,35,298K,1000ppm,96.00%
10972,,CN2CCC(CCCCCCCCCOc1ccc(C=O)cc1)O2,29.25,313K,200 PPM,90.50%
10973,,CN2CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,200 PPM,97.80%
10974,,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2.[Cl-],29.25,313K,200 PPM,97.60%
10975,2-undecyl-1-aminoethyl imidazoline (AEI-11)         ,CCCCCCCCCCC/C1=N/CCN1CCN,30,298K,100ppm,90.80%
10976,      2-undecyl-1-aminoethyl-1-hydroxyethyl quaternary imidazoline (AQI-11) ,CCCCCCCCCCC/C1=N/CC[N+]1(CCN)CCO.[Cl-],30,298K,100ppm,90.80%
10977,Itraconazole,CCC(C)n7ncn(c6ccc(N5CCN(c4ccc(OC[C@H]3CO[C@](Cn1cncn1)(c2ccc(Cl)cc2Cl)O3)cc4)CC5)cc6)c7=O,35,298K,0.1ppm,20.40%
10978,Itraconazole,CCC(C)n7ncn(c6ccc(N5CCN(c4ccc(OC[C@H]3CO[C@](Cn1cncn1)(c2ccc(Cl)cc2Cl)O3)cc4)CC5)cc6)c7=O,35,298K,0.5ppm,47.40%
10979,Itraconazole,CCC(C)n7ncn(c6ccc(N5CCN(c4ccc(OC[C@H]3CO[C@](Cn1cncn1)(c2ccc(Cl)cc2Cl)O3)cc4)CC5)cc6)c7=O,35,298K,1ppm,65.40%
10980,Itraconazole,CCC(C)n7ncn(c6ccc(N5CCN(c4ccc(OC[C@H]3CO[C@](Cn1cncn1)(c2ccc(Cl)cc2Cl)O3)cc4)CC5)cc6)c7=O,35,298K,5ppm,68.90%
10981,Itraconazole,CCC(C)n7ncn(c6ccc(N5CCN(c4ccc(OC[C@H]3CO[C@](Cn1cncn1)(c2ccc(Cl)cc2Cl)O3)cc4)CC5)cc6)c7=O,35,298K,10ppm,78.50%
10982,Itraconazole,CCC(C)n7ncn(c6ccc(N5CCN(c4ccc(OC[C@H]3CO[C@](Cn1cncn1)(c2ccc(Cl)cc2Cl)O3)cc4)CC5)cc6)c7=O,35,298K,15ppm,91.70%
10983,Fluconazole,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,35,298K,0.1ppm,23.50%
10984,Fluconazole,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,35,298K,0.5ppm,36.30%
10985,Fluconazole,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,35,298K,1ppm,50.20%
10986,Fluconazole,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,35,298K,5ppm,72.00%
10987,Fluconazole,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,35,298K,10ppm,78.20%
10988,Fluconazole,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,35,298K,15ppm,84.80%
10989,Fluconazole,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,35,298K,20ppm,90.30%
10990,咪唑啉季铵盐(IAS),CCCCCCCC/C=C/CCCCCCC/C1=N/CC[N+]1(CCN)Cc2ccccc2.[Cl-],35,298K,100mg?L-1,83.70%
10991,十二烷基磺酸钠(SDSH),CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],35,298K,150mg?L-1,87.40%
10992,praseodymium 4-hydroxycinnamate (Pr(4OHCin)3),O=C(/C=C/c1ccc(O)cc1)O[Pr](OC(=O)/C=C/c2ccc(O)cc2)OC(=O)/C=C/c3ccc(O)cc3,0.585,298K,0.63mM,90%
10993,1-ethyl-3-methylimidazolium acetate [emim][acetate],CCn1cc[n+](C)c1.CC(=O)[O-],300,298K,30wt.%,88.00%
10994,talloil diethylenetriamine imidazoline (TOFA/DETA imidazoline), CCCCCCCCC/C=C/CCCCCC/C1=[N+](CNC)/CCN1,30,293K,70ppm,98.40%
10995,talloil diethylenetriamine imidazoline (TOFA/DETA imidazoline), CCCCCCCCC/C=C/CCCCCC/C1=[N+](CNC)/CCN1,30,343K,70PPM,94.30%
11005,2-mercaptopyrimidine,Sc1ncccn1,224.09,298K,5mg?L-1,85.60%
11006,2-mercaptopyrimidine,Sc1ncccn1,224.09,298K,10mg?L-1,89.70%
11007,2-mercaptopyrimidine,Sc1ncccn1,224.09,298K,25mg?L-1,82.50%
11008,"4,6-diamine-2-mercaptopyrimidine",Nc1cc(N)nc(S)n1,224.09,298K,5mg?L-1,74.10%
11009,"4,6-diamine-2-mercaptopyrimidine",Nc1cc(N)nc(S)n1,224.09,298K,10mg?L-1,80.90%
11010,"4,6-diamine-2-mercaptopyrimidine",Nc1cc(N)nc(S)n1,224.09,298K,25mg?L-1,59.90%
11011,Sodium sulfonatooxy fatty acid,CCCCCCCCC(CCCCCCCC(=O)[O-])OS(=O)(=O)[O-].[Na+].[Na+],10,323K,100ppm,98.00%
11012,Potassium sulfonatooxy fatty acid,CCCCCCCCC(CCCCCCCC(=O)[O-])OS(=O)(=O)[O-].[K+].[K+],10,323K,100ppm,97.42%
11013,Ammonium sulfonatooxy fatty acid,CCCCCCCCC(CCCCCCCC(=O)[O-])OS(=O)(=O)[O-].[NH4+].[NH4+],10,323K,100ppm,98.19%
11014,Sulfonatooxy fatty acid–monoethanolamine complex,CCCCCCCCC(CCCCCCCC(=O)[O-])OS(=O)(=O)[O-].[NH3+]CCO.[NH3+]CCO,10,323K,100ppm,98.52%
11015,Sulfonatooxy fatty acid–diethanolamine complex,CCCCCCCCC(CCCCCCCC(=O)[O-])OS(=O)(=O)[O-].OCC[NH2+]CCO.OCC[NH2+]CCO,10,323K,100ppm,98.95%
11016,4-Carboxyphenylboronic acid ,O=C(O)c1ccc(B(O)O)cc1,0.585,298K,0.12mM,77.13%
11017,4-Carboxyphenylboronic acid ,O=C(O)c1ccc(B(O)O)cc1,0.585,298K,0.6mM,92.48%
11018,4-Carboxyphenylboronic acid ,O=C(O)c1ccc(B(O)O)cc1,0.585,298K,2.41mM,95.36%
11019,imidazoline derivative,CCCCCCCC/C=C/CCCCCCC/C1=N/CC[N+]1(CCNC(N)=S)Cc2ccccc2.[Cl-],50,333K,20mg/L,84.00%
11020,imidazoline derivative,CCCCCCCC/C=C/CCCCCCC/C1=N/CC[N+]1(CCNC(N)=S)Cc2ccccc2.[Cl-],50,333K,50mg/L,88.70%
11021,imidazoline derivative,CCCCCCCC/C=C/CCCCCCC/C1=N/CC[N+]1(CCNC(N)=S)Cc2ccccc2.[Cl-],50,333K,100mg/L,90.70%
11022,imidazoline derivative,CCCCCCCC/C=C/CCCCCCC/C1=N/CC[N+]1(CCNC(N)=S)Cc2ccccc2.[Cl-],50,333K,150mg/L,99.30%
11023,imidazoline derivative,CCCCCCCC/C=C/CCCCCCC/C1=N/CC[N+]1(CCNC(N)=S)Cc2ccccc2.[Cl-],50,333K,500mg/L,99.60%
11024,Cetylpyridinium chloride monohydrate ,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],30,303K,100ppm,78.60%
11025,Cetylpyridinium chloride monohydrate ,CCCCCCCCCCCC[n+]1ccccc1.[Cl-],30,303K,100ppm,87.30%
11026,Cetylpyridinium chloride monohydrate ,Sc1ncccn1,30,303K,100ppm,96.90%
11027,Cetylpyridinium chloride monohydrate ,NC(=S)c1ccccc1,30,303K,100ppm,97.00%
11028,N-morpholine-3-isatin-thiosemicarbazone,NC(=S)NN=c2c(=O)n(CN1CCOCC1)c3ccccc23,0,298K,4mg/L,63.00%
11029,N-morpholine-3-isatin-thiosemicarbazone,NC(=S)NN=c2c(=O)n(CN1CCOCC1)c3ccccc23,0,298K,4mg/L,65.00%
11030,2-mercaptobenzimidazole ,Sc2nc1ccccc1[nH]2,30,333K,10ppm,98.00%
11031," hydroxyethyl (HEI-12)
R=C12",CCCCCCCCCCCC/C1=N/CCN1CCO,"30
",323K,25ppm,21.00%
11032," hydroxyethyl modified with 
oleic chain from coconut oil (HEI-M)
R= oleic chain from coconut oil",CCCCCCCCCCCC/C1=N/CCN1CCO,"30
",323K,10ppm,26.00%
11033,thiobenzamide,NC(=S)c1ccccc1,30,303K,200ppm,99.30%
11034,diethylenetetramine-derived imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCN,30,313K,100ppm,84.00%
11035,tetraethylenepentamine-derived imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNCCNCCN,30,313K,100ppm,95.00%
11036,bis-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNCCN2CC/N=C2/CCCCCCCCCCCCCCCCC,30,313K,100ppm,96.00%
11037,喹啉季铵盐,c3ccc(C[n+]2cccc1ccccc12)cc3.[Cl-],"30
",423K,0.15wt.%,97.20%
11038,吡啶季铵盐,C[N+]2(Cc1ccccc1)/C=C\C=C/C2.[Cl-],30,423K,0.15wt.%,97.00%
11039,2-phenyl-1-ethylamino imidazoline(CI-1),NCCN1CC/N=C1/c2ccccc2,23.2065,298K,100 mg/L,87.18%
11040,2-phenyl-1-ethylamino-1-methylbenzyl quaternary imidazoline(CI-12) ,NCC[N+]2(Cc1ccccc1)CC/N=C2/c3ccccc3.[Cl-],23.2065,298K,100 mg/L,96.44%
11041,2-phenyl-1-benzoyl ethylamino imidazoline(CI-13),O=C(NCCN1CC/N=C1/c2ccccc2)c3ccccc3,23.2065,298K,100 mg/L,92.21%
11046,咪唑啉类缓蚀剂 ZW-1,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCO,30,333K,400ppm,98.00%
11047,"thioglycolic acid (TGA),",O=C(O)CS,10,308K,50 mg/L,96.10%
11048, diethylenetriamine (DETA）,NCCNCCN,10,308K,50 mg/L,-5.20%
11049,"thioglycolic acid (TGA),",O=C(O)CS,10,308K,50 mg/L,95.00%
11050, diethylenetriamine (DETA）,NCCNCCN,10,308K,50 mg/L,97.20%
11051,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,1.4μmol dm?3,41.00%
11052,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,308K,1.4μmol dm?3,31.00%
11053,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,318K,1.4μmol dm?3,17.00%
11054,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,2.7μmol dm?3,61.00%
11055,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,308K,2.7μmol dm?3,54.00%
11056,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,318K,2.7μmol dm?3,52.00%
11057,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,8.2μmol dm?3,90.00%
11058,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,308K,8.2μmol dm?3,90.00%
11059,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,318K,8.2μmol dm?3,91.00%
11060,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,13.6μmol dm?3,98.00%
11061,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,308K,13.6μmol dm?3,98.00%
11062,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,318K,13.6μmol dm?3,99.00%
11063,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,27.2μmol dm?3,99.00%
11064,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,308K,27.2μmol dm?3,99.00%
11065,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,318K,27.2μmol dm?3,99.00%
11066,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,54.4μmol dm?3,99.00%
11067,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,308K,54.4μmol dm?3,99.00%
11068,N-[2-[(2-aminoethyl)amino]ethyl]-9-octadecenamide (AAOA) ,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,318K,54.4μmol dm?3,99.00%
11069,12-aminododecanoic acid (AA),NCCCCCCCCCCCC(=O)O,0,295K,3mM,89.00%
11070,carboxyamido imidazoline,CCCCCCCCCCCCCC/C1=N/CCN1C(N)=O,30,323K,1.61?×?10?5 mol l?1,90.00%
11071,carboxyamido imidazoline,CCCCCCCCCCCCCC/C1=N/CCN1C(N)=O,30,323K,"3.32?×?10?5
 mol l?1",91.00%
11072,carboxyamido imidazoline,CCCCCCCCCCCCCC/C1=N/CCN1C(N)=O,30,323K,"8.1?×?10?5
 mol l?1",96.00%
11073,carboxyamido imidazoline,CCCCCCCCCCCCCC/C1=N/CCN1C(N)=O,30,323K,"1.61?×?10?4
 mol l?1",91.00%
11074,carboxyamido imidazoline,CCCCCCCCCCCCCC/C1=N/CCN1C(N)=O,30,323K,"3.32?×?10?4
 mol l?1",88.00%
11075,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,293K,50ppm,92.40%
11076,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,293K,100ppm,93.10%
11077,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,293K,200ppm,93.70%
11078,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,313K,50ppm,96.10%
11079,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,313K,100ppm,96.60%
11080,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,313K,200ppm,97.00%
11081,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,333K,50ppm,93.70%
11082,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,333K,100ppm,94.80%
11083,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,333K,200ppm,95.50%
11084,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,293K,50ppm,76.50%
11085,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,293K,100ppm,77.80%
11086,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,293K,200ppm,82.50%
11087,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,313K,50ppm,91.10%
11088,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,313K,100ppm,91.50%
11089,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,313K,200ppm,92.20%
11090,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,333K,50ppm,92.10%
11091,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,333K,100ppm,93.90%
11092,rosin amide imidazoline ,CC(C)/C4=C/C3=C/CC2C(C)(/C1=N/CCN1CCN)CCCC2(C)C3CC4,129.48,333K,200ppm,95.60%
11093," O,O0-dialkyldithiophosphoric acids
Ⅰ",CCCCCCCCOP(=S)([S-])OCCCCCCCC.CC[NH+](CC)CC,24.5,313K,1 mgL?1,93.00%
11094," O,O0-dialkyldithiophosphoric acids
Ⅰ",CCCCCCCCOP(=S)([S-])OCCCCCCCC.CC[NH+](CC)CC,24.5,313K,0.75  mgL?1,85.30%
11095," O,O0-dialkyldithiophosphoric acids
Ⅱ",CCCCCCCCOP(=S)([S-])OCCCCCCCC.CCCCCCCCCC[NH+](C)C,24.5,313K,1 mgL?1,87.70%
11096," O,O0-dialkyldithiophosphoric acids
Ⅱ",CCCCCCCCOP(=S)([S-])OCCCCCCCC.CCCCCCCCCC[NH+](C)C,24.5,313K,0.75 mgL?1,70.70%
11097," O,O0-dialkyldithiophosphoric acids
Ⅲ",CCCCOP(=S)([S-])OCCCC.CCCCCCCCCCCC[NH3+],24.5,313K,1  mgL?1,88.10%
11098," O,O0-dialkyldithiophosphoric acids
Ⅲ",CCCCOP(=S)([S-])OCCCC.CCCCCCCCCCCC[NH3+],24.5,313K,0.75  mgL?1,63.60%
11099," O,O0-dialkyldithiophosphoric acids
Ⅳ",CCCCOP(=S)([S-])OCCCC.CCCCCCCCCCCCC[NH+](C)C,24.5,313K,1  mgL?1,93.30%
11100," O,O0-dialkyldithiophosphoric acids
Ⅳ",CCCCOP(=S)([S-])OCCCC.CCCCCCCCCCCCC[NH+](C)C,24.5,313K,0.75 mgL?1,80.00%
11101," O,O0-dialkyldithiophosphoric acids
Ⅴ",CCCCCCCCCCCCCOP(=S)([S-])OCCCCCCCCCCCCC.CC[NH+](CC)CC,24.5,313K,1  mgL?1,91.90%
11102," O,O0-dialkyldithiophosphoric acids
Ⅴ",CCCCCCCCCCCCCOP(=S)([S-])OCCCCCCCCCCCCC.CC[NH+](CC)CC,24.5,313K,0.75 mgL?1,83.80%
11103,"1-(2-Amido-thioureaethyl)
2-pentadecyl imidazoline ",CCCCCCCCCCCCCCC/C1=N/CCN1CCNC(=S)NN,30,298K,100 mg/L,88.63%
11104,"1-(2-Methyl-thioureaethyl)
2-pentadecyl imidazoline ",CCCCCCCCCCCCCCC/C1=N/CCN1CCNC(=S)NC,30,298K,100 mg/L,87.77%
11105,"1-(2-Phenyl-thioureaethyl)
2-pentadecyl imidazoline",CCCCCCCCCCCCCCC/C1=N/CCN1CCNC(=S)Nc2ccccc2,30,298K,100 mg/L,91.24%
11106,"hydroxyethyl imidazoline, where R is an alkyl chain derivative.",CCCCCCCCCCCCCC/C1=N/CCN1CCO,30,298K,5ppm,25.00%
11107,"hydroxyethyl imidazoline, where R is an alkyl chain derivative.",CCCCCCCCCCCCCC/C1=N/CCN1CCO,30,298K,10ppm,37.00%
11108,"hydroxyethyl imidazoline, where R is an alkyl chain derivative.",CCCCCCCCCCCCCC/C1=N/CCN1CCO,30,298K,25ppm,62.00%
11109,"hydroxyethyl imidazoline, where R is an alkyl chain derivative.",CCCCCCCCCCCCCC/C1=N/CCN1CCO,30,298K,50ppm,56.00%
11110,"hydroxyethyl imidazoline, where R is an alkyl chain derivative.",CCCCCCCCCCCCCC/C1=N/CCN1CCO,30,298K,100ppm,43.00%
11111,1-(2-amido-thioureaethyl)- 2-pentadecyl-imidazoline,CCCCCCCCCCCCCCC/C1=N/CCN1CCNC(=S)NN,117, 298K ,0.1×103mol·L-1,54.15%
11112,1-(2-amido-thioureaethyl)- 2-pentadecyl-imidazoline,CCCCCCCCCCCCCCC/C1=N/CCN1CCNC(=S)NN,117, 298K ,0.4×103mol·L-1,67.41%
11113,1-(2-amido-thioureaethyl)- 2-pentadecyl-imidazoline,CCCCCCCCCCCCCCC/C1=N/CCN1CCNC(=S)NN,117, 298K ,1.0×103mol·L-1,78.01%
11114,1-(2-amido-thioureaethyl)- 2-pentadecyl-imidazoline,CCCCCCCCCCCCCCC/C1=N/CCN1CCNC(=S)NN,117, 298K ,2.0×103mol·L-1,85.17%
11115,1-(2-amido-thioureaethyl)- 2-pentadecyl-imidazoline,CCCCCCCCCCCCCCC/C1=N/CCN1CCNC(=S)NN,117, 298K ,4.0×103mol·L-1,93.90%
11116,(1-(2-hidroxyethyl)-2(heptadec-8-enyl)-imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCO,30,353K,5ppm,91.21%
11117,(1-(2-hidroxyethyl)-2(heptadec-8-enyl)-imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCO,30,353K,10ppm,97.99%
11118,(1-(2-hidroxyethyl)-2(heptadec-8-enyl)-imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCO,30,353K,15ppm,98.72%
11119,(1-(2-hidroxyethyl)-2(heptadec-8-enyl)-imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCO,30,353K,20ppm,98.90%
11120,1-(2-aminoethyl)-2(heptadec-8 enyl)-bis-imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCNCCN2CC/N=C2/CCCCCCC/C=C/CCCCCCCC,30,353K,5ppm,94.51%
11121,1-(2-aminoethyl)-2(heptadec-8 enyl)-bis-imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCNCCN2CC/N=C2/CCCCCCC/C=C/CCCCCCCC,30,353K,10ppm,99.51%
11122,1-(2-aminoethyl)-2(heptadec-8 enyl)-bis-imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCNCCN2CC/N=C2/CCCCCCC/C=C/CCCCCCCC,30,353K,15ppm,94.32%
11123,1-(2-aminoethyl)-2(heptadec-8 enyl)-bis-imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCNCCN2CC/N=C2/CCCCCCC/C=C/CCCCCCCC,30,353K,20ppm,90.66%
11124,2-undecyl-1-1-ethylamino-1-ethylcarboxyl quaternary imidazoline (CQI),CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CC(=O)O.[Cl-],30,298K,20mg/L,20.90%
11125,2-undecyl-1-1-ethylamino-1-ethylcarboxyl quaternary imidazoline (CQI),CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CC(=O)O.[Cl-],30,298K,40mg/L,79.20%
11126,2-undecyl-1-1-ethylamino-1-ethylcarboxyl quaternary imidazoline (CQI),CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CC(=O)O.[Cl-],30,298K,60mg/L,82.20%
11127,2-undecyl-1-1-ethylamino-1-ethylcarboxyl quaternary imidazoline (CQI),CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CC(=O)O.[Cl-],30,298K,80mg/L,90.00%
11128,2-undecyl-1-1-ethylamino-1-ethylcarboxyl quaternary imidazoline (CQI),CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CC(=O)O.[Cl-],30,298K,100mg/L,92.60%
11129,2-undecyl-1-1-ethylamino-1-ethylcarboxyl quaternary imidazoline (CQI),CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CC(=O)O.[Cl-],30,298K,200mg/L,97.00%
11130,"2-undecyl-1-1-ethylamino-1-ethylcarboxyl quaternary imidazoline (CQI)
+
NaI",CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CC(=O)O.[Cl-],30,298K,80mg/L,93.80%
11131,2-undecyl-1-1-ethylamino-1-ethylcarboxyl quaternary imidazoline (CQI),CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CC(=O)O.[Cl-],30,313K,80mg/L,91.30%
11132,2-undecyl-1-1-ethylamino-1-ethylcarboxyl quaternary imidazoline (CQI),CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CC(=O)O.[Cl-],0,298K,80mg/L,76.90%
11133,2-undecyl-1-1-ethylamino-1-ethylcarboxyl quaternary imidazoline (CQI),CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CC(=O)O.[Cl-],2.925,298K,80mg/L,81.80%
11134,"2-undecyl-1-1-ethylamino-1-ethylcarboxyl quaternary imidazoline (CQI)
+
NaI",CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CC(=O)O.[Cl-],0,298K,80mg/L,89.70%
11135,1-乙酰胺乙基-2-烷基咪唑啉,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(C)=O,30,298K,100mg／L,94.10%
11136,1-尿素乙基-2-烷基咪唑啉,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=O,30,298K,100mg／L,97.30%
11137,1-甲酸铵乙基-2-烷基咪唑啉,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(=O)O,30,298K,100mg／L,95.90%
11138,1-硫脲基-2-烷基咪唑啉,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,298K,100mg／L,92.50%
11139,2-undecyl-1-hydroxyethyl imidazoline,CCCCCCCCCCC/C1=N/CCN1CCO,30,298K,100ppm,90.80%
11140,2-undecyl-1-hydroxyethyl imidazoline,CCCCCCCCCCC/C1=N/CCN1CCO,30,298K,100ppm,47.50%
11141,2-undecyl-1-hydroxyethyl imidazoline,CCCCCCCCCCC/C1=N/CCN1CCO,30,298K,100ppm,64.50%
11142,2undecyl-1-hydroxyethyl-1-hydroxyethyl quaternary imidazoline,CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CCO.[Cl-],30,298K,100ppm,99.00%
11143,2undecyl-1-hydroxyethyl-1-hydroxyethyl quaternary imidazoline,CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CCO.[Cl-],30,298K,100ppm,50.40%
11144,2undecyl-1-hydroxyethyl-1-hydroxyethyl quaternary imidazoline,CCCCCCCCCCC/C1=N/CC[N+]1(CCO)CCO.[Cl-],30,298K,100ppm,69.90%
11145,1-胺乙基-2-十一烷基咪唑啉(AEI-11),CCCCCCCCCCC/C1=N/CCN1CCN,30,298K,100mg/L,87.00%
